motion,0001133C,TIDU_BZ_KEEPCATCH1,
motion,0001133B,TIDU_BZ_KEEPIDLE2,
motion,00011334,TIDU_CHOCO_GUTS,
motion,00011311,TIDU_C_TID_SUIKYORO,
motion,0001133A,TIDU_RUN_2,
motion,00011338,TIDU_KENNUKU,
motion,00011335,TIDU_WATER_KAIJO,
motion,00011339,TIDU_K_BATIDLE1,
motion,00011333,TIDU_HATA_ORI_BAD,
motion,00011332,TIDU_HATA_ORI_GOOD,
motion,00011331,TIDU_HATA_ORI,
motion,000112E6,TIDU_CH_163101_TID01,
motion,00011281,TIDU_AKIRE_ALL,
motion,000111F1,TIDU_RUN_RIDE,
motion,000111F2,TIDU_STAND_RIDE,
motion,0001132D,TIDU_FUYUU_BLOCK,
motion,0001132E,TIDU_JOUSYOU_YUKA,
motion,00011303,TIDU_SUBERU2,
motion,00011302,TIDU_SUBERU1,
motion,0001132F,TIDU_BZ_JECT_SHOT0,
motion,0001132A,TIDU_YOJINOBORU,
motion,0001132C,TIDU_BZ_TACL1,
motion,0001132B,TIDU_BZ_PAS1,
motion,000112C3,TIDU_19_02_01_TD,
motion,0001130D,TIDU_16_54_15_TD,
motion,00011329,TIDU_CH_162101_TID02,
motion,0001131A,TIDU_CH_162101_TID03,
motion,000112E5,TIDU_CH_163001_TID01,
motion,00011277,TIDU_12_14_01TD,
motion,000112E4,TIDU_CH_162901_TID01,
motion,00011327,TIDU_01_01_04_TD,
motion,00011326,TIDU_01_01_01_TD,
motion,00011328,TIDU_BZ_SLEEP0,
motion,000112DF,TIDU_CH_162001_TID01,
motion,000112E0,TIDU_CH_162003_TID01,
motion,000112E3,TIDU_CH_162404_TID02,
motion,000112E2,TIDU_CH_162403_TID01,
motion,000112E1,TIDU_CH_162402_TID01,
motion,00011325,TIDU_S_WIN_01,
motion,00011324,TIDU_S_WIN_00,
motion,000112E8,TIDU_CH_164703_TID01,
motion,000112E7,TIDU_CH_164701_TID02,
motion,00011323,TIDU_TURN_LEFT,
motion,00011322,TIDU_TURN_RIGHT,
motion,00011321,TIDU_RUN_RIGHT,
motion,00011320,TIDU_RUN_LEFT,
motion,0001131F,TIDU_S_PROV,
motion,0001131E,TIDU_S_SP3_00,
motion,0001131D,TIDU_S_SP0_02,
motion,0001131C,TIDU_S_SP0_01,
motion,0001131B,TIDU_S_SP0_00,
motion,00011319,TIDU_BZ_TACL0,
motion,000112FC,TIDU_C_TID_SAKEBIRUN,
motion,000112FB,TIDU_C_TID_MIGAMAERU,
motion,000112FA,TIDU_C_TID_ANOSA,
motion,000112F9,TIDU_C_TID_SUCHUUFUN,
motion,000112F8,TIDU_C_TID_SWKANGAE,
motion,000112F7,TIDU_C_TID_SWHITEI,
motion,000112F6,TIDU_C_TID_SWIKARI01,
motion,000112F5,TIDU_C_TID_SWTALK01,
motion,000112F4,TIDU_C_TID_SWHTOUCH,
motion,000112F3,TIDU_C_TID_OTOSARERU,
motion,000112F2,TIDU_C_TID_GOROGORO,
motion,000112F1,TIDU_C_TID_KABENOZOK,
motion,000112F0,TIDU_C_TID_HEROSIT02,
motion,000112EF,TIDU_C_TID_HEROSIT01,
motion,000112EE,TIDU_C_TID_KOUSIKERU,
motion,000112ED,TIDU_C_TID_KUGURU,
motion,000112EC,TIDU_C_TID_GUAAAA,
motion,000112EB,TIDU_C_TID_KYOROVERM,
motion,000112D5,TIDU_SW_OPENBOX,
motion,000112D1,TIDU_SW_SAVE_IDLE2,
motion,000112D2,TIDU_SW_SAVE_END2,
motion,000112D0,TIDU_SW_SAVE_START2,
motion,00011177,TIDU_BATTLE_SIZUMI,
motion,00011166,TIDU_OUCH,
motion,00011167,TIDU_SHIROME,
motion,0001115A,TIDU_SENSUI,
motion,000112CB,TIDU_SAVE_IDLE,
motion,000112CC,TIDU_SAVE_END,
motion,000112CA,TIDU_SAVE_START,
motion,00011306,TIDU_DIVE,
motion,00011305,TIDU_SPHERE_NAGE,
motion,00011301,TIDU_WAKARE,
motion,00011300,TIDU_TEAR,
motion,000112FF,TIDU_DAKITSUKU,
motion,00011307,TIDU_C_TID_TOBIORITA,
motion,000112EA,TIDU_HISOHISO,
motion,000112E9,TIDU_TE_TACHIAGARI,
motion,00011308,TIDU_PROUD,
motion,0001130A,TIDU_MIGAMAE2,
motion,00011309,TIDU_MIGAMAE1,
motion,0001130B,TIDU_RUSH,
motion,0001130C,TIDU_HEAD_DOWN,
motion,000112FE,TIDU_SOUDA,
motion,00011044,TIDU_KAKAERARE_ABARE,
motion,00011043,TIDU_NAGE_SIRIMOTI,
motion,000112C8,TIDU_14_37_05_TD,
motion,000112C7,TIDU_14_37_04_TD,
motion,000112C6,TIDU_14_37_03_TD,
motion,000112C5,TIDU_14_37_02_TD,
motion,000112C0,TIDU_313_17_02_TD,
motion,00011318,TIDU_K_MONONORU3,
motion,00011317,TIDU_S_STEAL_00,
motion,00011316,TIDU_STEAL_00,
motion,00011315,TIDU_S_ATTACK2,
motion,00011314,TIDU_K_TUKAMA_IDLE0,
motion,00011313,TIDU_K_TACHIAGARASE2,
motion,00011312,TIDU_K_ITAINDAYO2,
motion,00011310,TIDU_BIBIRI,
motion,00011183,TIDU_SW_LOOKLEFT,
motion,00011298,TIDU_TACHIAGARASE,
motion,000112BD,TIDU_RIDE_IKARI,
motion,000112BA,TIDU_RIDE_LOOK_L,
motion,000112BC,TIDU_RIDE_TALK,
motion,000112BB,TIDU_RIDE_NATTOKU,
motion,000112B9,TIDU_RIDE_GIMON,
motion,000112B8,TIDU_RIDE_ATAHUTA,
motion,000112B7,TIDU_RIDE,
motion,0001130F,TIDU_K_BIBIRI0,
motion,00011114,TIDU_02_33_05_TD,
motion,00011113,TIDU_02_33_04_TD,
motion,00011112,TIDU_02_33_03_TD,
motion,00011111,TIDU_02_33_02_TD,
motion,00011110,TIDU_02_33_01_TD,
motion,00011115,TIDU_02_34_01_TD,
motion,0001130E,TIDU_K_MIGAMAERU2,
motion,0001128B,TIDU_GABUMARE,
motion,000112DB,TIDU_SUNA_MODORI,
motion,000112D9,TIDU_UDEKUMI_KUBIKAS,
motion,000112D8,TIDU_FACE_UP,
motion,000112C2,TIDU_OTOTO,
motion,0001128A,TIDU_HIRUMU,
motion,000112A6,TIDU_YAMEROYO,
motion,000112A7,TIDU_TAJITAJI,
motion,000112A8,TIDU_TATAKARERU,
motion,00011296,TIDU_ITAINDAYO,
motion,00011297,TIDU_WAKANNETENO,
motion,000112FD,TIDU_DAKITSUKI,
motion,000112DA,TIDU_RIKK_TOUCH,
motion,00011295,TIDU_C_TID_YOKATTA,
motion,00011292,TIDU_C_TID_FUTINITE,
motion,00011290,TIDU_C_TID_ZASUWARI,
motion,00011291,TIDU_C_TID_ZASTANDUP,
motion,00011304,TIDU_K_DEADTOST0,
motion,00011293,TIDU_C_TID_YURERU,
motion,00011294,TIDU_C_TID_TOBIKOMU,
motion,00011181,TIDU_SYURITYU,
motion,000112D3,TIDU_CH_110501_TD002,
motion,000112D6,TIDU_CH_110504_TD001,
motion,000112D4,TIDU_CH_110503_TD001,
motion,000112DE,TIDU_BENTI_SUWARI,
motion,000112DD,TIDU_ZEKKYO,
motion,000112DC,TIDU_TUKAMIKAKARU,
motion,000112D7,TIDU_SUIMEN_MIRU,
motion,000112CF,TIDU_SW_SAVE_END1,
motion,000112CE,TIDU_SW_SAVE_IDLE1,
motion,000112CD,TIDU_SW_SAVE_START1,
motion,000112C9,TIDU_14_40_01_TD,
motion,00011120,TIDU_05_04_05_TD,
motion,0001111F,TIDU_05_04_04_TD,
motion,00011121,TIDU_05_03_03_TD,
motion,0001111E,TIDU_05_03_02_TD,
motion,0001127A,TIDU_12_17_03TD,
motion,00011279,TIDU_12_17_02TD,
motion,000112C4,TIDU_14_37_01_TD,
motion,000112C1,TIDU_313_17_03_TD,
motion,000112BF,TIDU_313_17_01_TD,
motion,0001115E,TIDU_MABUSHII,
motion,0001115D,TIDU_HAZIKI,
motion,0001115C,TIDU_GURUGURU,
motion,000112A2,TIDU_SUBERU,
motion,000112A1,TIDU_NORIDASHI,
motion,000112A3,TIDU_KIRIMOMI,
motion,000112B6,TIDU_KAKAGE,
motion,00011266,TIDU_KIDUKI_TURN,
motion,00011267,TIDU_BTL_IDEL_MIAGE,
motion,0001129F,TIDU_KABEKERI,
motion,000112A0,TIDU_GOROGORO,
motion,00011265,TIDU_KEN_TUKITATE,
motion,00011180,TIDU_SYURITOTYAKU,
motion,00011182,TIDU_SYURI_HA,
motion,0001117E,TIDU_PASSWORD,
motion,0001117F,TIDU_SWIM_UEMUKU,
motion,00011160,TIDU_MUNZU,
motion,00011161,TIDU_MOCHIAGE,
motion,00011165,TIDU_DOKIDOKI,
motion,00011162,TIDU_NANISUNDA,
motion,00011163,TIDU_KOORI,
motion,00011164,TIDU_OHU,
motion,0001129A,TIDU_KOZUKARE,
motion,0001129C,TIDU_SHITAMUKI,
motion,0001129D,TIDU_PURUPURU,
motion,0001129E,TIDU_BOOBOO,
motion,00011299,TIDU_HA,
motion,0001129B,TIDU_TESURINORI,
motion,000112AD,TIDU_HAHAN,
motion,000112AC,TIDU_IKAI_KOWAI,
motion,0001125E,TIDU_09_10_06_TD,
motion,0001125D,TIDU_09_10_05_TD,
motion,0001125C,TIDU_09_10_04_TD,
motion,0001125B,TIDU_09_10_02_TD,
motion,00011264,TIDU_09_25_07_TD,
motion,00011263,TIDU_09_25_06_TD,
motion,00011262,TIDU_09_25_04_TD,
motion,00011261,TIDU_09_25_03_TD,
motion,00011260,TIDU_09_25_02_TD,
motion,0001125F,TIDU_09_25_01_TD,
motion,0001128D,TIDU_RAKURAI_JUMP,
motion,000112B5,TIDU_KAKKOWARIIII,
motion,000112AF,TIDU_MIGAMAERU,
motion,000112B4,TIDU_OMOI_UTUMUKU,
motion,000112B3,TIDU_OMOI_KANNGAERU,
motion,000112B2,TIDU_IRADATI,
motion,000112B1,TIDU_SYUN,
motion,000112B0,TIDU_KEN_NI_ODOROKU,
motion,000112AE,TIDU_IKAI_FADEIN,
motion,000112A9,TIDU_TOKUIGE,
motion,000112A5,TIDU_KYOUMINAI,
motion,000112AB,TIDU_HIJI_TUTUKI,
motion,000112AA,TIDU_KOUGI_NATTOKU,
motion,000112BE,TIDU_BZ_IDLE2,
motion,00011289,TIDU_KANGAE_ALL,
motion,00011288,TIDU_UDEKUMI_ALL,
motion,00011287,TIDU_LOOK_UP_ALL,
motion,00011286,TIDU_LOOK_DOWN_ALL,
motion,00011285,TIDU_GAKKARI_ALL,
motion,00011284,TIDU_LOOK_L_ALL,
motion,00011283,TIDU_LOOK_R_ALL,
motion,00011282,TIDU_SIT_GROUND_ALL,
motion,000112A4,TIDU_BZ_SHOT1,
motion,0001128C,TIDU_MATEYO,
motion,0001102B,TIDU_SPHERE_OFF,
motion,0001102C,TIDU_SPHERE_SET,
motion,0001128F,TIDU_KAIWA_MIBURI2,
motion,0001128E,TIDU_BATTLE_RUN,
motion,0001106E,TIDU_O_WARAI,
motion,00011076,TIDU_KAIWA_MIBURI,
motion,0001106F,TIDU_WARAI,
motion,00011280,TIDU_USSU,
motion,00011091,TIDU_JUMP,
motion,0001127F,TIDU_JIKKEN05,
motion,0001127E,TIDU_JIKKEN04,
motion,0001127D,TIDU_JIKKEN03,
motion,0001127C,TIDU_JIKKEN02,
motion,0001127B,TIDU_JIKKEN01,
motion,00011269,TIDU_TAIIKU_MIAGE,
motion,00011268,TIDU_ISIKI_KAIHUKU,
motion,0001126A,TIDU_KATAGASHI,
motion,00011274,TIDU_BZE_PUNCHYOKE0,
motion,00011276,TIDU_KANGAE_OUT,
motion,00011275,TIDU_KANGAE_IN,
motion,00011252,TIDU_BZ_SHOT0,
motion,00011251,TIDU_BZ_PAS0,
motion,000111E0,TIDU_GYAKUJYOU,
motion,000111DE,TIDU_MEGA_NOBORI,
motion,000111DD,TIDU_MEGA_GET,
motion,000111DC,TIDU_KANKERI,
motion,000111EC,TIDU_DOUI,
motion,000111EB,TIDU_UHYAHYA,
motion,000111E9,TIDU_KUWAA,
motion,000111EA,TIDU_RYOUTEHIROGE,
motion,000111E4,TIDU_SENOBI,
motion,000111E5,TIDU_MURIYARI,
motion,000111E8,TIDU_RELAX,
motion,0001125A,TIDU_BZ_IDLE1,
motion,00011259,TIDU_BZ_CATCH0,
motion,00011258,TIDU_BZ_VOID1,
motion,00011257,TIDU_BZ_VOID0,
motion,00011256,TIDU_BZ_SWIM0,
motion,00011255,TIDU_BZ_IDLE0,
motion,00011254,TIDU_BZ_PCT0,
motion,00011253,TIDU_BZ_DMG0,
motion,000111D7,TIDU_UZUUZU,
motion,000111EE,TIDU_ENJIN_KIAI,
motion,000111EF,TIDU_ENJIN_YES,
motion,000111ED,TIDU_RIFTHING,
motion,0001116F,TIDU_SUMAN_JUMP,
motion,0001116E,TIDU_SIGAMI_JUMP,
motion,00011250,TIDU_S_ATTACK1_03,
motion,0001124F,TIDU_S_ATTACK1_02,
motion,0001124E,TIDU_S_ATTACK1_01,
motion,0001124D,TIDU_S_ATTACK1_00,
motion,0001124C,TIDU_S_AVOID_01,
motion,0001124B,TIDU_S_AVOID_00,
motion,0001124A,TIDU_S_RUN_01,
motion,00011249,TIDU_S_RUN_00,
motion,00011248,TIDU_S_SKILL_02,
motion,00011247,TIDU_S_SKILL_01,
motion,00011246,TIDU_S_SKILL_00,
motion,00011245,TIDU_S_MAGIC2_02,
motion,00011244,TIDU_S_MAGIC2_01,
motion,00011243,TIDU_S_MAGIC2_00,
motion,00011242,TIDU_S_ITEM_02_2,
motion,00011241,TIDU_S_ITEM_02_1,
motion,00011240,TIDU_S_ITEM_01,
motion,0001123F,TIDU_S_ITEM_00,
motion,0001123E,TIDU_S_WEAK_02,
motion,0001123D,TIDU_S_WEAK_01,
motion,0001123C,TIDU_S_WEAK_00,
motion,0001123B,TIDU_S_DEAD_02,
motion,0001123A,TIDU_S_DEAD_01,
motion,00011239,TIDU_S_DEAD_00,
motion,00011238,TIDU_S_HDMG2,
motion,00011237,TIDU_S_HDMG1,
motion,00011236,TIDU_S_HDMG,
motion,00011235,TIDU_S_DMG2,
motion,00011234,TIDU_S_DMG1,
motion,00011233,TIDU_S_IDLE2,
motion,00011232,TIDU_S_IDLE1,
motion,00011231,TIDU_SP3_07,
motion,00011230,TIDU_SP3_06,
motion,0001122F,TIDU_SP3_05,
motion,0001122E,TIDU_SP3_04,
motion,0001122D,TIDU_SP3_03,
motion,0001122C,TIDU_SP3_02,
motion,0001122B,TIDU_SP3_01,
motion,0001122A,TIDU_SP3_00,
motion,00011229,TIDU_SP2_07,
motion,00011228,TIDU_SP2_06,
motion,00011227,TIDU_SP2_05,
motion,00011226,TIDU_SP2_04,
motion,00011225,TIDU_SP2_03,
motion,00011224,TIDU_SP2_02,
motion,00011223,TIDU_SP2_01,
motion,00011222,TIDU_SP2_00,
motion,00011221,TIDU_SP1_07,
motion,00011220,TIDU_SP1_06,
motion,0001121F,TIDU_SP1_05,
motion,0001121E,TIDU_SP1_04,
motion,0001121D,TIDU_SP1_03,
motion,0001121C,TIDU_SP1_02,
motion,0001121B,TIDU_SP1_01,
motion,0001121A,TIDU_SP1_00,
motion,00011219,TIDU_SP0_07,
motion,00011218,TIDU_SP0_06,
motion,00011217,TIDU_SP0_05,
motion,00011216,TIDU_SP0_04,
motion,00011215,TIDU_SP0_03,
motion,00011214,TIDU_SP0_02,
motion,00011213,TIDU_SP0_01,
motion,00011212,TIDU_SP0_00,
motion,00011211,TIDU_PHINV_00,
motion,00011210,TIDU_MGINV_00,
motion,0001120F,TIDU_SLEEP_03,
motion,0001120E,TIDU_SLEEP_02,
motion,0001120D,TIDU_SLEEP_01,
motion,0001120C,TIDU_SLEEP_00,
motion,0001120B,TIDU_AVOID_02,
motion,0001120A,TIDU_MAGIC3_02,
motion,00011209,TIDU_MAGIC3_01,
motion,00011208,TIDU_MAGIC3_00,
motion,00011207,TIDU_MAGIC1_02,
motion,00011206,TIDU_MAGIC1_01,
motion,00011205,TIDU_MAGIC1_00,
motion,00011204,TIDU_ATTACK1_04,
motion,00011203,TIDU_RUN_01,
motion,00011202,TIDU_RUN_00,
motion,00011201,TIDU_DEAD_04,
motion,00011200,TIDU_DEAD_03,
motion,000111FF,TIDU_SDMG2,
motion,000111FE,TIDU_SDMG1,
motion,000111FD,TIDU_IDLE3,
motion,000111FC,TIDU_APPEAR_00,
motion,000111BE,TIDU_07_61_04_TD,
motion,000111BD,TIDU_07_61_03_TD,
motion,000111BC,TIDU_07_61_02_TD,
motion,000111BB,TIDU_07_61_01_TD,
motion,000111C0,TIDU_07_62_02_TD,
motion,000111BF,TIDU_07_62_01_TD,
motion,000111C3,TIDU_07_63_03_TD,
motion,000111C2,TIDU_07_63_02_TD,
motion,000111C1,TIDU_07_63_01_TD,
motion,000111D6,TIDU_YOYUUSSU,
motion,000111D5,TIDU_JAREAU,
motion,000111D4,TIDU_ASIBUMI,
motion,000111D3,TIDU_KAIHOUKAN,
motion,000111CE,TIDU_TESURI_THINK,
motion,000111CD,TIDU_TESURI_SOWA,
motion,000111CC,TIDU_TESURI_TALK,
motion,000111CB,TIDU_TESURI_SUWARI,
motion,000111CA,TIDU_TAMEIKI,
motion,000111CF,TIDU_HURIMUKI_UTTAE,
motion,000111D0,TIDU_ASEASE,
motion,000111D2,TIDU_BOLL_HIT,
motion,000111D1,TIDU_TEHURI,
motion,000111D9,TIDU_FUKIGEN,
motion,000111D8,TIDU_FALL_LANDING,
motion,00011049,TIDU_KAKAE_TATI,
motion,0001104A,TIDU_KAKAE_HANASU,
motion,0001104C,TIDU_KAKAE_HASIRU,
motion,0001104B,TIDU_KAKAE_KOROGARU,
motion,000111C8,TIDU_BAKUTEN,
motion,000111C7,TIDU_MUKA_SHOOT,
motion,000111C6,TIDU_JITANDA,
motion,000111C9,TIDU_BOLL_OKU,
motion,000111C5,TIDU_KABE_SUWARI,
motion,000111FB,TIDU_KICK_BOX_RIDE,
motion,000111FA,TIDU_JUMPOFF_RIDE,
motion,000111F9,TIDU_STDN_RUN2_RIDE,
motion,000111F8,TIDU_STDN_RUN_RIDE,
motion,000111F7,TIDU_STUP_RUN2_RIDE,
motion,000111F6,TIDU_STUP_RUN_RIDE,
motion,000111F5,TIDU_HJUMP_RIDE,
motion,000111F4,TIDU_JUMP_RIDE,
motion,000111F3,TIDU_IDLING_RIDE,
motion,000111F0,TIDU_WALK_RIDE,
motion,000111DA,TIDU_STAND_DUMMY,
motion,00011172,TIDU_TAEDACHI,
motion,00011176,TIDU_OYOGI_UNADUKI,
motion,00011175,TIDU_UKI_KAIHUKU,
motion,00011174,TIDU_UKI_HIKARE,
motion,00011173,TIDU_UKI_GUTTARI,
motion,00011171,TIDU_SASAE_SIRIZOKI,
motion,0001115F,TIDU_TASUKATTA,
motion,0001104E,TIDU_NOBI,
motion,0001115B,TIDU_OKIAGARI,
motion,00011159,TIDU_RAKUSUI,
motion,00011169,TIDU_BEDSIT,
motion,0001116B,TIDU_LOOL_R_ALL,
motion,00011118,TIDU_NANISORE,
motion,00011042,TIDU_TUKI_TOBASARE,
motion,00011041,TIDU_YORO_YORO,
motion,00011046,TIDU_YUBI_SASI,
motion,00011045,TIDU_ATOZUSARI,
motion,00011047,TIDU_HITOIKI,
motion,00011048,TIDU_KURAKURA,
motion,00011093,TIDU_RUN,
motion,00011117,TIDU_FURIKAERI_R_RET,
motion,000110E9,TIDU_03_31_01_TD,
motion,000110EA,TIDU_03_31_02_TD,
motion,000110EB,TIDU_03_31_03_TD,
motion,000110EC,TIDU_03_31_04_TD,
motion,000110E7,TIDU_03_30_01_TD,
motion,000110E8,TIDU_03_30_02_TD,
motion,000110E6,TIDU_03_21_01_TD,
motion,000110E5,TIDU_03_20_01_TD,
motion,0001110F,TIDU_MOMI_KUTYA,
motion,0001110D,TIDU_FURIKAERI_R,
motion,00011021,TIDU_HIPPARARERU,
motion,00011020,TIDU_KOUGIFACETURN,
motion,0001101F,TIDU_SENAKAOSARERU,
motion,0001101E,TIDU_SENAKAOSARERU_R,
motion,0001110B,TIDU_SWIM_SHOOT1END,
motion,0001110C,TIDU_SWIM_PUKKA_LOO,
motion,0001110A,TIDU_DOZAEMON_WAKE,
motion,00011109,TIDU_UTU_TALK,
motion,00011108,TIDU_SWIM_KYORO,
motion,00011107,TIDU_SWIM_PUKKATURN,
motion,00011106,TIDU_SWIM_PUKKA,
motion,00011105,TIDU_SWIM_LEFTHURU,
motion,00011104,TIDU_SWIM_LOOKUP,
motion,00011103,TIDU_SWIM_SOKOKICK,
motion,00011102,TIDU_SWIM_SHOOT1,
motion,00011101,TIDU_SWIM_LOOKFRONT,
motion,00011100,TIDU_SWIM_HITBALL,
motion,000110FF,TIDU_AISATU_GLAD,
motion,000110FE,TIDU_UTU_MIAGE,
motion,000110FD,TIDU_KATA_NOSEYES,
motion,000110FC,TIDU_AKUSYU,
motion,000110FB,TIDU_HARAHERI,
motion,000110FA,TIDU_TOKUI_TALK,
motion,000110F9,TIDU_STAND_TOKUI,
motion,000110F8,TIDU_SHOOT2,
motion,000110F7,TIDU_MIAGE_HEADING,
motion,000110F6,TIDU_SIMATTA,
motion,000110F5,TIDU_SWIM_OKORI,
motion,000110F4,TIDU_NOZOKI_RAKKA,
motion,000110F3,TIDU_TYUUI_RIGHT,
motion,000110F2,TIDU_SWIM_RAKKA,
motion,000110F1,TIDU_SWIM_HOLD,
motion,000110F0,TIDU_SWIM_HANASU,
motion,000110EF,TIDU_03_15_03_TD,
motion,00011005,TIDU_STEPDOWN_STOP,
motion,00011004,TIDU_STEPSTOP_DOWN,
motion,00011007,TIDU_HURIMUKIIKARI,
motion,00011006,TIDU_IKARI_RUN,
motion,00011014,TIDU_WALK_ODOROKI,
motion,00011013,TIDU_WALK_BEDSIT,
motion,000110EE,TIDU_03_15_02_TD,
motion,000110ED,TIDU_03_15_01_TD,
motion,00011008,TIDU_TOBIRAHIRAKU,
motion,0001100C,TIDU_KENMORAU,
motion,0001100A,TIDU_KENHURU,
motion,0001100B,TIDU_KENKAKAGERU,
motion,00011009,TIDU_IINOKA,
motion,000110B9,TIDU_SWIM_IDLING1,
motion,000110E4,TIDU_ATTACK_03,
motion,000110E3,TIDU_ATTACK_02,
motion,000110E2,TIDU_ATTACK_01,
motion,000110E1,TIDU_WIN_01,
motion,000110E0,TIDU_WIN_00,
motion,000110DF,TIDU_ITEM_02_2,
motion,000110DE,TIDU_ITEM_02_1,
motion,000110DD,TIDU_ITEM_01,
motion,000110DC,TIDU_ITEM_00,
motion,000110DB,TIDU_AVOID_01,
motion,000110DA,TIDU_AVOID_00,
motion,000110D9,TIDU_SKILL_02,
motion,000110D8,TIDU_SKILL_01,
motion,000110D7,TIDU_SKILL_00,
motion,000110D6,TIDU_MAGIC2_02,
motion,000110D5,TIDU_MAGIC2_01,
motion,000110D4,TIDU_MAGIC2_00,
motion,000110D3,TIDU_ATTACK1_03,
motion,000110D2,TIDU_ATTACK1_02,
motion,000110D1,TIDU_ATTACK1_01,
motion,000110D0,TIDU_ATTACK1_00,
motion,000110CF,TIDU_MOVE_01,
motion,000110CE,TIDU_MOVE_00,
motion,000110CD,TIDU_DEAD_02,
motion,000110CC,TIDU_DEAD_01,
motion,000110CB,TIDU_DEAD_00,
motion,000110CA,TIDU_PROV_02,
motion,000110C9,TIDU_PROV_01,
motion,000110C8,TIDU_PROV_00,
motion,000110C7,TIDU_GUARD_02,
motion,000110C6,TIDU_GUARD_01,
motion,000110C5,TIDU_GUARD_00,
motion,000110C4,TIDU_WEAK2_02_2,
motion,000110C3,TIDU_WEAK2_02_1,
motion,000110C2,TIDU_WEAK2_01,
motion,000110C1,TIDU_WEAK2_00_2,
motion,000110C0,TIDU_WEAK2_00_1,
motion,000110BF,TIDU_WEAK1_02,
motion,000110BE,TIDU_WEAK1_01,
motion,000110BD,TIDU_WEAK1_00,
motion,000110BC,TIDU_MOVE,
motion,00011092,TIDU_IDLING,
motion,00011030,TIDU_WALL_TOUCH,
motion,00011071,TIDU_ODOROKI,
motion,00011073,TIDU_YOROKOBI,
motion,00011074,TIDU_HITEI_STRONG,
motion,00011077,TIDU_KAIWA,
motion,0001104D,TIDU_ATAMA_KAKU,
motion,00011072,TIDU_GIMON,
motion,00011053,TIDU_LOOK_L,
motion,0001103E,TIDU_LOOK_R_RET,
motion,0001106D,TIDU_IKARI,
motion,0001103D,TIDU_LOOK_L_RET,
motion,0001107A,TIDU_MOGURI,
motion,0001107B,TIDU_FUJO,
motion,00011032,TIDU_SWIM_TURN2_L,
motion,00011033,TIDU_SWIM_TURN2_R,
motion,00011060,TIDU_TALK_PUTHAND,
motion,00011056,TIDU_GAKKARI,
motion,0001103F,TIDU_GAKKARI_RET,
motion,000110B8,TIDU_SWIM_STAND1,
motion,0001107C,TIDU_SWIM2,
motion,0001107D,TIDU_SWIM1,
